,번호,성별,지역,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,초등 선호분야1,초등 선호분야2,초등 선호분야3,중고등 선호분야1,중고등 선호분야2,중고등 선호분야3,학교 밖 도서관 이용 여부,학교 밖 주이용 도서관1,학교 밖 주이용 도서관2,월 이용횟수,연 이용횟수,이용 목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용
1039,1040,여,부산,매일,보통이다,3,20,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"철학, 사상, 종교",8,있다,공공도서관,-1,-1,3,시험 공부,-1,약간 증가,매우 감소,매우 증가,매우 감소,약간 증가,매우 감소,매우 감소
1040,1041,여,부산,일주일에 한두 번,매우 좋아한다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,집에 있는 책,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",15,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 감소,변함 없음,약간 증가,약간 증가,약간 감소,변함 없음,변함 없음
1041,1042,여,부산,매일,매우 좋아한다,7,20,0,기타,각종 기관의 추천도서,기타,학교 도서관,-1,-1,-1,12,소설,5,있다,공공도서관,-1,-1,5,독서 및 도서 대출,-1,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,변함 없음
1042,1043,여,부산,전혀 읽지 않음,약간 좋아한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,공공도서관,-1,-1,1,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1043,1044,여,부산,한 달에 한두 번,약간 좋아한다,70,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 밖 도서관,직접 구입,-1,-1,-1,2,수필,14,있다,공공도서관,작은도서관,4,-1,독서 및 도서 대출,-1,약간 증가,9,9,9,약간 증가,매우 증가,약간 증가
1044,1045,여,부산,한 달에 한두 번,보통이다,4,0,2,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,집에 있는 책,학교 도서관,-1,-1,-1,2,"예술, 문화",14,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1045,1046,여,부산,몇 달에 한번,매우 싫어한다,15,30,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,부모님이 사다 주신다,-1,-1,-1,1,소설,3,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1046,1047,여,부산,전혀 읽지 않음,약간 좋아한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음
1047,1048,여,부산,일주일에 한두 번,약간 좋아한다,4,3,0,"서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",부모님이 사다 주신다,학교 밖 도서관,-1,-1,-1,5,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 증가,매우 감소,약간 증가,변함 없음,약간 증가,매우 감소,변함 없음
1048,1049,여,부산,한 달에 한두 번,약간 싫어한다,10,0,0,각종 기관의 추천도서,"드라마, 영화의 원작",직접 구입,부모님이 사다 주신다,-1,-1,-1,13,소설,12,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1049,1050,여,부산,몇 달에 한번,보통이다,2,8,0,각종 기관의 추천도서,SNS 책 소개,직접 구입,집에 있는 책,-1,-1,-1,13,자기계발서,12,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,약간 증가,매우 감소,약간 증가,매우 감소,약간 증가,약간 증가,약간 감소
1050,1051,여,부산,일주일에 한두 번,매우 좋아한다,10,50,0,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",집에 있는 책,직접 구입,-1,-1,-1,2,수필,14,있다,공공도서관,-1,-1,5,시험 공부,-1,약간 감소,매우 감소,매우 감소,매우 감소,약간 감소,변함 없음,변함 없음
1051,1052,여,부산,일주일에 한두 번,약간 좋아한다,30,2,0,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",학교 도서관,학교 밖 도서관,-1,-1,-1,2,"역사, 지리",14,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 증가,9,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
1052,1053,여,인천,일주일에 한두 번,보통이다,5,10,0,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",직접 구입,-1,-1,-1,-1,2,"과학, 기술, 컴퓨터",13,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1053,1054,여,인천,일주일에 한두 번,보통이다,3,0,0,"인터넷의 책 소개, 광고","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,-1,-1,-1,2,"경제, 경영",9,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음
1054,1055,여,인천,일주일에 한두 번,보통이다,5,30,0,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관,-1,-1,-1,2,"예술, 문화",12,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 증가,변함 없음,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음
1055,1056,여,인천,한 달에 한두 번,약간 좋아한다,3,2,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관,직접 구입,-1,-1,-1,2,"역사, 지리",14,있다,공공도서관,작은도서관,-1,2,숙제에 필요한 자료조사,-1,약간 증가,변함 없음,매우 증가,변함 없음,약간 증가,변함 없음,변함 없음
1056,1057,여,인천,몇 달에 한번,매우 싫어한다,2,0,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,학교 도서관,-1,-1,-1,15,"예술, 문화",12,있다,공공도서관,작은도서관,-1,2,독서 및 도서 대출,-1,변함 없음,매우 감소,매우 감소,매우 감소,매우 감소,약간 감소,약간 감소
1057,1058,여,인천,한 달에 한두 번,보통이다,6,2,0,"가족, 선생님, 친구 추천",각종 기관의 추천도서,직접 구입,학교 밖 도서관,-1,-1,-1,1,수필,14,있다,공공도서관,작은도서관,3,-1,독서 및 도서 대출,-1,매우 감소,약간 감소,매우 감소,매우 감소,매우 감소,약간 증가,매우 증가
1058,1059,여,인천,매일,약간 좋아한다,6,60,0,"서점, 도서관 등에서 책을 직접 보고",기타,직접 구입,학교 밖 도서관,-1,-1,-1,2,"역사, 지리",4,있다,공공도서관,-1,2,-1,숙제에 필요한 자료조사,-1,매우 감소,매우 감소,매우 증가,변함 없음,매우 증가,약간 증가,변함 없음
1059,1060,여,인천,일주일에 한두 번,보통이다,3,6,0,"가족, 선생님, 친구 추천",베스트셀러,집에 있는 책,학교 밖 도서관,-1,-1,-1,3,소설,5,있다,공공도서관,-1,2,-1,숙제에 필요한 자료조사,-1,약간 감소,약간 증가,약간 증가,변함 없음,약간 증가,약간 감소,변함 없음
1060,1061,여,인천,몇 달에 한번,보통이다,17,0,0,각종 기관의 추천도서,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 도서관,-1,-1,-1,2,수필,13,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1061,1062,여,인천,한 달에 한두 번,보통이다,2,5,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,학교 도서관,-1,-1,-1,2,"어학, 외국어",8,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1062,1063,여,인천,몇 달에 한번,약간 싫어한다,2,0,0,베스트셀러,"가족, 선생님, 친구 추천",학교 도서관,집에 있는 책,-1,-1,-1,2,수필,13,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1063,1064,여,인천,일주일에 한두 번,약간 좋아한다,4,0,0,"드라마, 영화의 원작",SNS 책 소개,직접 구입,선물,-1,-1,-1,2,자기계발서,13,있다,공공도서관,-1,-1,1,시험 공부,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1064,1065,여,인천,매일,약간 좋아한다,6,4,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,부모님이 사다 주신다,집에 있는 책,-1,-1,-1,2,수필,8,있다,공공도서관,-1,1,-1,시험 공부,-1,약간 증가,변함 없음,변함 없음,매우 감소,약간 증가,약간 감소,약간 감소
1065,1066,여,인천,한 달에 한두 번,약간 좋아한다,0,1,0,"인터넷의 책 소개, 광고",베스트셀러,기타,직접 구입,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",13,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,변함 없음,매우 증가,약간 증가,변함 없음,변함 없음,약간 감소,변함 없음
1066,1067,여,인천,몇 달에 한번,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,9,9,9
1067,1068,여,인천,일주일에 한두 번,약간 좋아한다,5,7,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",주위 사람에게 대여,학교 도서관,-1,-1,-1,6,소설,7,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,약간 증가,약간 증가,약간 증가,변함 없음,변함 없음,약간 감소,변함 없음
1068,1069,여,인천,한 달에 한두 번,보통이다,2,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 도서관,학교 밖 도서관,-1,-1,-1,13,소설,12,있다,공공도서관,작은도서관,-1,4,숙제에 필요한 자료조사,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음
1069,1070,여,인천,한 달에 한두 번,약간 좋아한다,16,0,0,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,선물,-1,-1,-1,2,"과학, 기술, 컴퓨터",14,있다,공공도서관,어린이도서관,-1,10,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1070,1071,여,인천,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1071,1072,여,인천,한 달에 한두 번,약간 좋아한다,0,8,0,베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",학교 도서관,직접 구입,-1,-1,-1,2,"직업, 취업 관련",12,있다,공공도서관,-1,-1,3,독서 및 도서 대출,-1,변함 없음,변함 없음,매우 증가,변함 없음,약간 증가,변함 없음,변함 없음
1072,1073,여,인천,한 달에 한두 번,보통이다,3,1,0,"인터넷의 책 소개, 광고",베스트셀러,학교 밖 도서관,부모님이 사다 주신다,-1,-1,-1,2,"직업, 취업 관련",8,있다,공공도서관,작은도서관,-1,3,독서 및 도서 대출,-1,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
1073,1074,여,인천,한 달에 한두 번,약간 좋아한다,16,0,0,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,선물,-1,-1,-1,2,"과학, 기술, 컴퓨터",14,있다,작은도서관,어린이도서관,-1,11,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1074,1075,여,인천,매일,매우 좋아한다,50,30,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,학교 밖 도서관,-1,-1,-1,2,"어학, 외국어",3,있다,공공도서관,-1,3,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
1075,1076,여,인천,한 달에 한두 번,매우 싫어한다,2,2,1,"유튜브, 책방송 팟캐스트의 책 소개","인터넷의 책 소개, 광고",집에 있는 책,직접 구입,-1,-1,-1,9,"철학, 사상, 종교",3,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,매우 감소,약간 감소
1076,1077,여,인천,몇 달에 한번,매우 좋아한다,5,0,0,"드라마, 영화의 원작",베스트셀러,직접 구입,집에 있는 책,-1,-1,-1,2,"예술, 문화",12,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음
1077,1078,여,인천,매일,매우 좋아한다,5,13,0,베스트셀러,각종 기관의 추천도서,직접 구입,집에 있는 책,-1,-1,-1,2,"정치, 사회, 시사",10,있다,공공도서관,작은도서관,999,999,9,-1,매우 증가,변함 없음,매우 증가,변함 없음,약간 증가,변함 없음,변함 없음
1078,1079,남,제주,매일,매우 좋아한다,35,30,0,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",8,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,매우 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
1079,1080,남,제주,매일,매우 좋아한다,60,0,0,기타,"가족, 선생님, 친구 추천",주위 사람에게 대여,학교 도서관,-1,-1,-1,2,"가정, 육아, 요리",3,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1080,1081,남,제주,일주일에 한두 번,약간 좋아한다,1,5,0,SNS 책 소개,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"가정, 육아, 요리",12,없다,-1,-1,-1,-1,-1,기타,변함 없음,변함 없음,매우 증가,변함 없음,약간 증가,약간 증가,변함 없음
1081,1082,남,제주,일주일에 한두 번,약간 좋아한다,15,12,0,"가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",직접 구입,학교 밖 도서관,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",8,있다,공공도서관,작은도서관,20,-1,시험 공부,-1,약간 증가,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,변함 없음
1082,1083,남,제주,한 달에 한두 번,보통이다,2,4,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관,기타,-1,-1,-1,2,"경제, 경영",12,없다,-1,-1,-1,-1,-1,주로 학교도서관을 이용한다,변함 없음,변함 없음,매우 증가,변함 없음,약간 증가,약간 증가,변함 없음
1083,1084,남,제주,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,공공도서관,작은도서관,-1,5,시험 공부,-1,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,변함 없음,변함 없음
1084,1085,남,제주,한 달에 한두 번,보통이다,16,0,0,"인터넷의 책 소개, 광고",SNS 책 소개,직접 구입,학교 밖 도서관,-1,-1,-1,2,자기계발서,7,있다,공공도서관,작은도서관,2,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,매우 증가,변함 없음
1085,1086,남,제주,일주일에 한두 번,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음
1086,1087,남,제주,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1087,1088,남,제주,한 달에 한두 번,보통이다,0,2,0,"드라마, 영화의 원작",SNS 책 소개,기타,직접 구입,-1,-1,-1,9,소설,12,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음
1088,1089,남,제주,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1089,1090,남,제주,몇 달에 한번,약간 좋아한다,5,0,0,베스트셀러,SNS 책 소개,학교 도서관,직접 구입,-1,-1,-1,2,자기계발서,13,없다,-1,-1,-1,-1,-1,주로 학교도서관을 이용한다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
1090,1091,남,제주,매일,매우 좋아한다,12,30,0,"인터넷의 책 소개, 광고","신문이나 잡지의 책 소개, 광고",직접 구입,선물,-1,-1,-1,2,"과학, 기술, 컴퓨터",12,있다,작은도서관,공공도서관,-1,2,시험 공부,-1,약간 증가,변함 없음,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음
