,번호,지역,나이,성별,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,종이책 선호분야1,종이책 선호분야2,전자책 선호분야1,전자책 선호분야2,오디오북 선호분야1,오디오북 선호분야2,지난 1년 도서관 이용여부,주이용 도서관1,주이용 도서관2,월 이용빈도,연 이용빈도,이용목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용,전자책 이용이유1,전자책 이용이유2,전자책 이용방식1,전자책 이용방식2
3069,3070,경기,22,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,공공도서관,-1,-1,3,"공부, 학습",-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
3070,3071,경기,30,여,일주일에 한두 번,보통이다,5,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,집에 있는 책,소설,"취미, 오락, 여행, 건강",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3071,3072,경기,35,남,몇 달에 한번,약간 싫어한다,2,0,0,"인터넷의 책 소개, 광고","가족, 친구 추천",집에 있는 책,주위 사람에게 대여,소설,자기계발서,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3072,3073,경기,68,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3073,3074,경기,25,여,몇 달에 한번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",직접 구입,주위 사람에게 대여,소설,자기계발서,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,-1,-1,-1,-1
3074,3075,경기,54,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3075,3076,경기,49,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3076,3077,경기,69,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3077,3078,경기,54,여,한 달에 한두 번,보통이다,3,0,0,"가족, 친구 추천","텔레비전이나 라디오의 책 소개, 광고",집에 있는 책,-1,소설,수필,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,기타,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
3078,3079,경기,47,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3079,3080,경기,32,남,몇 달에 한번,보통이다,2,0,0,"가족, 친구 추천","인터넷의 책 소개, 광고",직접 구입,집에 있는 책,소설,"경제, 경영",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3080,3081,경기,78,여,일주일에 한두 번,약간 좋아한다,3,0,0,"가족, 친구 추천","텔레비전이나 라디오의 책 소개, 광고",선물,집에 있는 책,소설,"가정, 육아, 요리",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3081,3082,경기,48,남,한 달에 한두 번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",도서관 대여,집에 있는 책,"취미, 오락, 여행, 건강",자기계발서,-1,-1,-1,-1,있다,공공도서관,-1,-1,5,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3082,3083,경기,40,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3083,3084,경기,28,여,몇 달에 한번,약간 싫어한다,1,0,0,"텔레비전이나 라디오의 책 소개, 광고","인터넷의 책 소개, 광고",직접 구입,-1,"가정, 육아, 요리",-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,기타,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
3084,3085,경기,65,여,한 달에 한두 번,보통이다,2,0,0,"텔레비전이나 라디오의 책 소개, 광고","가족, 친구 추천",직접 구입,집에 있는 책,"가정, 육아, 요리","취미, 오락, 여행, 건강",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3085,3086,경기,44,여,한 달에 한두 번,보통이다,2,0,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,도서관 대여,소설,"가정, 육아, 요리",-1,-1,-1,-1,있다,공공도서관,-1,-1,2,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3086,3087,경기,45,남,몇 달에 한번,약간 싫어한다,2,0,0,"가족, 친구 추천","신문이나 잡지의 책 소개, 광고",직장 비치,집에 있는 책,소설,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3087,3088,경기,45,남,매일,약간 좋아한다,20,0,2,"인터넷의 책 소개, 광고",각종 기관 추천도서,직장 비치,직접 구입,"과학, 기술, 컴퓨터",소설,-1,-1,소설,-1,있다,공공도서관,-1,-1,1,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,매우 증가,변함 없음,약간 감소,변함 없음,-1,-1,구매 이용,-1
3088,3089,경기,51,남,한 달에 한두 번,약간 싫어한다,4,0,0,"가족, 친구 추천","신문이나 잡지의 책 소개, 광고",주위 사람에게 대여,집에 있는 책,소설,"취미, 오락, 여행, 건강",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3089,3090,경기,48,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3090,3091,경기,60,여,매일,약간 좋아한다,10,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 친구 추천",도서관 대여,주위 사람에게 대여,"철학, 사상, 종교",수필,-1,-1,-1,-1,있다,공공도서관,-1,-1,7,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
3091,3092,경기,24,여,한 달에 한두 번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,소설,수필,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3092,3093,경기,76,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3093,3094,경기,63,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3094,3095,경기,60,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3095,3096,경기,71,여,일주일에 한두 번,약간 좋아한다,1,0,0,"텔레비전이나 라디오의 책 소개, 광고","가족, 친구 추천",집에 있는 책,-1,"철학, 사상, 종교",-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3096,3097,경기,64,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3097,3098,경기,19,여,일주일에 한두 번,보통이다,4,0,0,"가족, 친구 추천","텔레비전이나 라디오의 책 소개, 광고",직접 구입,주위 사람에게 대여,수필,소설,-1,-1,-1,-1,있다,공공도서관,-1,-1,2,"공부, 학습",-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3098,3099,경기,23,남,매일,약간 좋아한다,30,0,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,-1,"정치, 사회, 시사","철학, 사상, 종교",-1,-1,-1,-1,있다,공공도서관,-1,20,-1,"공부, 학습",-1,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음,-1,-1,-1,-1
3099,3100,경기,77,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3100,3101,경기,62,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3101,3102,경기,28,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3102,3103,경기,21,남,몇 달에 한번,약간 싫어한다,0,0,1,"인터넷의 책 소개, 광고","텔레비전이나 라디오의 책 소개, 광고",8,-1,-1,-1,-1,-1,소설,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,-1,-1,무료 이용,-1
3103,3104,경기,79,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3104,3105,경기,66,여,한 달에 한두 번,보통이다,2,0,0,"가족, 친구 추천","텔레비전이나 라디오의 책 소개, 광고",집에 있는 책,-1,소설,자기계발서,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3105,3106,경기,69,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3106,3107,경기,39,남,매일,약간 좋아한다,0,20,0,"인터넷의 책 소개, 광고","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,-1,-1,-1,소설,"역사, 지리",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,매우 증가,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,정기구독 이용,무료 이용
3107,3108,경기,69,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3108,3109,경기,43,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
3109,3110,경기,46,남,일주일에 한두 번,약간 좋아한다,20,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,집에 있는 책,소설,자기계발서,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
3110,3111,경기,63,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3111,3112,경기,63,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3112,3113,경기,36,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3113,3114,경기,52,여,일주일에 한두 번,약간 좋아한다,5,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 친구 추천",직접 구입,집에 있는 책,"철학, 사상, 종교","경제, 경영",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3114,3115,경기,48,남,일주일에 한두 번,약간 좋아한다,5,0,0,"가족, 친구 추천",-1,집에 있는 책,-1,"철학, 사상, 종교",-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3115,3116,경기,39,여,전혀 읽지 않음,약간 좋아한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3116,3117,경기,63,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3117,3118,경기,74,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3118,3119,경기,56,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3119,3120,경기,58,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3120,3121,경기,64,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3121,3122,경기,33,여,일주일에 한두 번,약간 좋아한다,0,3,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,-1,-1,-1,소설,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,무료로 이용할 수 있어서,무료 이용,-1
3122,3123,경기,45,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3123,3124,경기,39,남,전혀 읽지 않음,약간 좋아한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3124,3125,경기,38,남,몇 달에 한번,보통이다,1,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 친구 추천",집에 있는 책,-1,재테크,"경제, 경영",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3125,3126,경기,56,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3126,3127,경기,54,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3127,3128,경기,25,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3128,3129,경기,32,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3129,3130,경기,40,여,일주일에 한두 번,약간 좋아한다,10,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",도서관 대여,-1,"어학, 외국어",소설,-1,-1,-1,-1,있다,공공도서관,-1,-1,4,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3130,3131,경기,59,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
3131,3132,경기,64,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
