,학교구분,성별,학교 소재지,독서 빈도,독서장애요인1,독서장애요인2,도서 선택시 이용정보1,도서 선택시 이용정보2,도서 입수경로1,도서 입수경로2,초등 독서분야 선호도1,초등 독서분야 선호도2,초등 독서분야 선호도3,중고등 독서분야 선호도1,중고등 독서분야 선호도2,중고등 독서분야 선호도3,학교 밖 도서관이용경험,주이용 도서관 종류1,주이용 도서관 종류2,이용 이유,비이용 이유,연도,독서선호도,월 평균 이용빈도,연 평균 이용빈도,평일 평균 독서시간(분),주말 평균 독서시간(분),종이_평일 평균 독서시간(분),종이_주말 평균 독서시간(분),전자_평일 평균 독서시간(분),전자_주말 평균 독서시간(분),오디오_평일 평균 독서시간(분),오디오_주말 평균 독서시간(분)
929,초등,여,서울,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,기타,"인터넷의 책 소개, 광고",베스트셀러,학교 밖 도서관 대여,0,동화/소설,수필,기타,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
930,초등,여,서울,매일,학업 때문에 책읽을시간이 없어서,책을 빌릴 곳이 없어서,"텔레비전이나 라디오의 책 소개, 광고","가족, 선생님, 친구 추천",부모님께서 구입,집에 있는 책,"철학, 논리","역사, 위인전",사회,0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,180.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
931,초등,여,서울,한 달에 한두 번,읽을 만한 책이 없어서,책을 읽고 이해하기가 어려워서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,0,동화/소설,취미,"연예, 오락, 스포츠",0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,초등,여,서울,일주일에 한두 번,읽을 만한 책이 없어서,기타,"가족, 선생님, 친구 추천",SNS 책 소개,부모님께서 구입,집에 있는 책,동화/소설,취미,기타,0,0,0,있다,공공도서관,작은도서관,기타,0,2017,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
933,초등,여,서울,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관 대여,자기계발서,"철학, 논리",동화/소설,0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2017,0.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
934,초등,여,서울,매일,부모님이 책읽는 것을 공부라고 생각하지 않으셔서,읽을 만한 책이 없어서,"가족, 선생님, 친구 추천",기타,학교 도서관 대여,집에 있는 책,동화/소설,"예술, 문화","역사, 위인전",0,0,0,있다,공공도서관,어린이도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
935,초등,여,서울,매일,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,구입하지 않고 서점에서 독서,동화/소설,"철학, 논리","예술, 문화",0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
936,초등,여,서울,매일,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,SNS 책 소개,"드라마, 영화의 원작",주위 사람에게 대여,집에 있는 책,"역사, 위인전",사회,동화/소설,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,180.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
937,초등,여,서울,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",SNS 책 소개,"가족, 선생님, 친구 추천",부모님께서 구입,집에 있는 책,동화/소설,수필,"철학, 논리",0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
938,초등,여,서울,매일,어떤 책을 읽을지 몰라서,책을 읽고 이해하기가 어려워서,"가족, 선생님, 친구 추천","텔레비전이나 라디오의 책 소개, 광고",부모님께서 구입,집에 있는 책,동화/소설,"연예, 오락, 스포츠","예술, 문화",0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
939,초등,여,서울,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"신문이나 잡지의 책 소개, 광고",부모님께서 구입,학교 도서관 대여,동화/소설,"역사, 위인전",취미,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,240.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
940,초등,여,서울,매일,어떤 책을 읽을지 몰라서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","인터넷의 책 소개, 광고",각종 기관의 추천도서,부모님께서 구입,집에 있는 책,"예술, 문화",과학,동화/소설,0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
941,초등,여,서울,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","인터넷의 책 소개, 광고",베스트셀러,부모님께서 구입,도서 대여점에서 대여,동화/소설,자기계발서,"연예, 오락, 스포츠",0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
942,초등,여,서울,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관 대여,구입하지 않고 서점에서 독서,취미,"연예, 오락, 스포츠",동화/소설,0,0,0,있다,어린이도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
943,초등,여,충북,한 달에 한두 번,책을 읽고 이해하기가 어려워서,책을 읽을만한 가정환경이 아니어서,SNS 책 소개,"텔레비전이나 라디오의 책 소개, 광고",학교 도서관 대여,집에 있는 책,동화/소설,"역사, 위인전",동화/소설,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
944,초등,여,충북,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,학교 도서관 대여,집에 있는 책,"예술, 문화",종교,취미,0,0,0,있다,공공도서관,작은도서관,9,0,2017,0.0,0.0,0.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
945,초등,여,충북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,동화/소설,그림책,사회,0,0,0,있다,공공도서관,0,시험 공부,0,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
946,초등,여,충북,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"가족, 선생님, 친구 추천",각종 기관의 추천도서,직접 구입,학교 밖 도서관 대여,동화/소설,취미,동화/소설,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
947,초등,여,충북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책을 읽고 이해하기가 어려워서,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,학교 밖 도서관 대여,동화/소설,그림책,"예술, 문화",0,0,0,있다,어린이도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
948,초등,여,충북,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",부모님께서 구입,학교 도서관 대여,동화/소설,동화/소설,그림책,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
949,초등,여,충북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님께서 구입,직접 구입,동화/소설,그림책,취미,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,초등,여,충북,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,읽을 만한 책이 없어서,"드라마, 영화의 원작","가족, 선생님, 친구 추천",집에 있는 책,학교 도서관 대여,동화/소설,과학,"연예, 오락, 스포츠",0,0,0,있다,공공도서관,0,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
951,초등,여,충북,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 도서관 대여,"역사, 위인전",사회,동화/소설,0,0,0,있다,공공도서관,0,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
952,초등,여,충북,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"드라마, 영화의 원작","신문이나 잡지의 책 소개, 광고",학교 도서관 대여,부모님께서 구입,동화/소설,"역사, 위인전",사회,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
953,초등,여,충남,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,집에 있는 책,0,수필,동화/소설,"예술, 문화",0,0,0,있다,공공도서관,작은도서관,시험 공부,0,2017,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,초등,여,충남,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,SNS 책 소개,베스트셀러,집에 있는 책,부모님께서 구입,"연예, 오락, 스포츠",취미,0,0,0,0,있다,공공도서관,0,"비디오, 영화 감상",0,2017,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
955,초등,여,충남,일주일에 한두 번,책을 읽고 이해하기가 어려워서,기타,기타,SNS 책 소개,집에 있는 책,직접 구입,기타,그림책,동화/소설,0,0,0,있다,공공도서관,어린이도서관,기타,0,2017,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
956,초등,여,충남,무응답,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,0,동화/소설,"연예, 오락, 스포츠","예술, 문화",0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,초등,여,충남,무응답,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,학교 도서관 대여,그림책,사회,자기계발서,0,0,0,있다,공공도서관,작은도서관,시험 공부,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,초등,여,충남,일주일에 한두 번,읽을 만한 책이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",부모님께서 구입,집에 있는 책,그림책,사회,"역사, 위인전",0,0,0,있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,초등,여,충남,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,학교 밖 도서관 대여,수필,동화/소설,"철학, 논리",0,0,0,있다,작은도서관,공공도서관,시험 공부,0,2017,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
960,초등,여,충남,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책을 읽을만한 가정환경이 아니어서,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,학교 도서관 대여,동화/소설,사회,자기계발서,0,0,0,있다,공공도서관,어린이도서관,시험 공부,0,2017,0.0,0.0,0.0,30.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
961,초등,여,충남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,집에 있는 책,동화/소설,"역사, 위인전","연예, 오락, 스포츠",0,0,0,있다,공공도서관,작은도서관,시험 공부,0,2017,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
962,초등,여,충남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,학교 도서관 대여,주위 사람에게 대여,동화/소설,자기계발서,"역사, 위인전",0,0,0,있다,공공도서관,작은도서관,시험 공부,0,2017,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
963,초등,여,충남,무응답,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,주위 사람에게 대여,"예술, 문화",취미,사회,0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,초등,여,충남,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",SNS 책 소개,"텔레비전이나 라디오의 책 소개, 광고",주위 사람에게 대여,0,수필,"예술, 문화",동화/소설,0,0,0,있다,공공도서관,작은도서관,시험 공부,0,2017,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
965,초등,여,전북,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",학교 도서관 대여,주위 사람에게 대여,기타,동화/소설,사회,0,0,0,있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,초등,여,전북,무응답,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,베스트셀러,SNS 책 소개,집에 있는 책,부모님께서 구입,"연예, 오락, 스포츠",취미,동화/소설,0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,초등,여,전북,전혀 읽지 않음,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,0,0,0,0,0,0,0,0,0,0,있다,작은도서관,공공도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,초등,여,전북,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,집에 있는 책,0,동화/소설,취미,"역사, 위인전",0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
969,초등,여,전북,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 도서관 대여,집에 있는 책,취미,사회,과학,0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,초등,여,전북,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 밖 도서관 대여,학교 도서관 대여,동화/소설,기타,동시/시,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
971,초등,여,전북,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"유명인, 전문가 추천",각종 기관의 추천도서,직접 구입,학교 도서관 대여,"역사, 위인전",사회,자기계발서,0,0,0,있다,작은도서관,어린이도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,140.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0
972,초등,여,전북,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,각종 기관의 추천도서,"가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,동화/소설,동화/소설,"연예, 오락, 스포츠",0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
973,초등,여,전북,일주일에 한두 번,기타,독서가 필요하다고 생각하지 않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,동화/소설,동화/소설,그림책,0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,초등,여,전북,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,동화/소설,동화/소설,"역사, 위인전",0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,초등,여,전북,매일,무응답,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 도서관 대여,집에 있는 책,동화/소설,"역사, 위인전",사회,0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2017,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
